Value
82.977
84.285
84.299
83.226
83.448
82.284
84.368
84.425
82.217
83.753
84.894
89.495
85.806
87.319
82.962
84.867
85.68
86.338
87.082
88.899
87.854
86.548
87.204
84.907
86.765
85.732
83.335
83.309
83.115
84.513
85.683
83.799
84.471
84.893
86.949
88.95
89.334
83.823
87.234
89.021
80.439
82.717
83.894
83.495
80.001
83.896
85.338
86.727
86.341
88.434
85.061
76.424
78.266
72.057
78.356
76.707
null
null
null
null
null
78.396
78.073
80.27
82.057
82.703
80.499
77.7
79.645
83.51
78.978
80.921
80.495
77.267
77.397
77.236
76.453
75.919
81.272
78.611
78.571
78.19
78.205
79.719
77.417
78.299
79.975
80.004
80.279
80.039
75.262
74.578
78.179
82.625
83.776
81.052
81.62
83.973
84.414
83.559
82.445
81.664
78.142
77.313
75.669
74.694
84.539
87.547
85.194
86.105
90.704
90.506
87.627
87.966
89.216
90.244
91.366
90.116
88.143
86.232
87.837
89.421
89.905
91.368
90.422
90.967
89.457
89.493
91.259
90.859
90.381
90.782
80.413
91.83
92.906
90.363
92.667
91.821
90.973
88.313
92.067
89.748
88.259
86.226
86.006
84.782
79.954
81.443
85.373
84.517
85.282
86.098
82.758
83.257
88.748
86.606
90.696
90.112
90.557
85.712
86.08
90.221
86.245
89.616
83.864
77.196
85.605
87.061
83.12
84.699
85.241
83.568
87.598
85.515
81.086
83.442
84.046
82.588
85.973
83.922
85.731
82.73
80.407
83.454
80.657
77.211
79.706
81.429
82.831
81.56
78.834
76.991
82.576
81.46
82.862
81.546
81.492
83.052
83.423
85.492
89.313
84.201
82.83
84.579
85.586
85.363
83.717
86.264
89.202
81.747
82.082
82.976
82.156
86.365
82.841
82.134
84.406
78.122
86.771
79.412
78.052
81.162
77.396
78.331
78.528
76.355
80.451
79.808
78.817
78.577
80.198
83.261
75.278
75.843
77.629
77.979
81.019
81.733
78.122
76.924
77.961
77.265
74.771
75.21
74.956
77.716
77.879
78.755
76.974
75.925
78.53
77.719
72.492
79.352
82.681
83.01
84.953
82.326
82.594
81.597
79.661
78.318
80.955
83.121
84.539
null
null
null
65.649
65.219
64.416
68.235
69.121
79.929
84.168
77.895
85.357
71.48
82.071
75.827
83.276
79.248
76.123
74.21
64.874
77.331
75.647
70.705
71.894
73.633
51.018
82.77
83.381
79.908
82.365
85.054
88.362
77.362
80.094
79.655
81.097
80.958
74.662
80.536
76.001
86.322
86.53
81.307
74.888
80.058
74.71
79.665
78.69
76.103
74.06
72.817
78.687
73.429
79.387
71.732
80.979
77.77
81.929
82.201
77.499
77.741
82.176
82.646
74.087
77.463
83.119
86.087
77.632
80.75
85.427
80.655
80.029
81.853
85.154
80.077
73.784
74.706
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
91.046
74.142
66.776
86.867
null
null
92.05
80.012
61.386
63.226
65.024
82.834
91.94
92.813
93.824
93.306
93.919
88.997
87.077
86.853
null
null
null
null
null
null
92.775
88.392
76.392
79.631
87.305
92.208
80.917
85.838
79.121
82.665
94.756
84.137
85.34
93.108
91.328
81.654
65.981
79.811
82.976
85.915
88.977
83.536
93.441
80.081
88.307
86.162
81.105
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
68.663
71.259
71.179
69.22
70.966
71.514
70.082
69.599
69.577
70.217
70.644
71.831
70.369
71.329
69.084
70.245
68.336
68.453
68.397
68.336
67.918
67.44
68.145
66.64
69.411
67.007
67.733
68.84
69.177
69.805
70.719
70.968
71.398
71.092
70.958
71.595
73.216
70.165
71.053
70.927
65.848
68.075
70.295
70.194
68.321
70.142
70.915
70.926
70.852
71.145
70.265
63.019
61.958
60.001
63.487
62.465
null
null
null
null
null
63.135
63.256
63.507
63.566
64.263
62.743
61.273
61.787
60.512
58.319
62.4
63.785
62.04
61.889
62.309
62.685
62.114
62.367
61.378
62.681
63.237
62.271
61.685
62.043
62.566
61.754
61.843
63.283
63.114
62.716
62.992
63.675
68.612
70.157
66.432
66.18
66.572
67.114
66.681
66.173
64.846
63.445
61.917
62.63
61.879
68.622
74.542
69.603
71.08
78.793
76.641
75.101
76.255
77.242
77.14
78.849
77.675
72.526
75.144
78.648
78.81
70.357
75.243
79.146
80.035
78.491
74.825
78.92
79.665
78.454
79.389
72.474
79.589
76.157
77.251
80.502
79.199
78.395
77.443
78.748
78.458
73.629
66.496
66.191
67.46
69.301
68.814
68.883
69.642
70.966
70.457
70.751
70.244
68.559
67.065
67.879
69.253
67.674
70.063
68.612
67.689
66.972
66.118
70.2
65.237
71.104
72.041
68.881
71.106
71.319
70.26
70.976
71.587
70.362
70.142
69.54
67.643
71.853
71.697
71.197
68.712
69.37
68.866
69.494
68.012
67.121
67.028
70.531
70.493
68.258
67.515
72.97
73.173
73.061
70.39
71.179
71.564
68.537
70.192
72.332
70.856
70.762
69.266
71.82
72.586
72.424
70.304
70.807
71.389
70.862
70.67
71.316
68.284
70.524
69.532
68.898
69.98
68.176
70.265
71.076
68.669
68.778
71.77
72.149
67.111
66.053
67.368
67.595
66.05
65.753
67.489
64.955
63.989
65.136
65.943
69.632
67.484
66.149
65.303
66.467
66.304
