"Series";"Time";"Value"
"Average sig_qual";"2019-12-20T19:00:00-05:00";79.808
"Average sig_qual";"2019-12-21T19:00:00-05:00";78.817
"Average sig_qual";"2019-12-22T19:00:00-05:00";78.577
"Average sig_qual";"2019-12-23T19:00:00-05:00";80.198
"Average sig_qual";"2019-12-24T19:00:00-05:00";83.261
"Average sig_qual";"2019-12-25T19:00:00-05:00";75.278
"Average sig_qual";"2019-12-26T19:00:00-05:00";75.843
"Average sig_qual";"2019-12-27T19:00:00-05:00";77.629
"Average sig_qual";"2019-12-28T19:00:00-05:00";77.979
"Average sig_qual";"2019-12-29T19:00:00-05:00";81.019
"Average sig_qual";"2019-12-30T19:00:00-05:00";81.733
"Average sig_qual";"2019-12-31T19:00:00-05:00";78.122
"Average sig_qual";"2020-01-01T19:00:00-05:00";76.924
"Average sig_qual";"2020-01-02T19:00:00-05:00";77.961
"Average sig_qual";"2020-01-03T19:00:00-05:00";77.265
"Average sig_qual";"2020-01-04T19:00:00-05:00";74.771
"Average sig_qual";"2020-01-05T19:00:00-05:00";75.21
"Average sig_qual";"2020-01-06T19:00:00-05:00";74.956
"Average sig_qual";"2020-01-07T19:00:00-05:00";77.716
"Average sig_qual";"2020-01-08T19:00:00-05:00";77.879
"Average sig_qual";"2020-01-09T19:00:00-05:00";78.755
"Average sig_qual";"2020-01-10T19:00:00-05:00";76.974
"Average sig_qual";"2020-01-11T19:00:00-05:00";75.925
"Average sig_qual";"2020-01-12T19:00:00-05:00";78.53
"Average sig_qual";"2020-01-13T19:00:00-05:00";77.719
"Average sig_qual";"2020-01-14T19:00:00-05:00";72.492
"Average sig_qual";"2020-01-15T19:00:00-05:00";79.352
"Average sig_qual";"2020-01-16T19:00:00-05:00";82.681
"Average sig_qual";"2020-01-17T19:00:00-05:00";83.01
"Average sig_qual";"2020-01-18T19:00:00-05:00";84.953
"Average sig_qual";"2020-01-19T19:00:00-05:00";82.326
"Average sig_qual";"2020-01-20T19:00:00-05:00";82.594
"Average sig_qual";"2020-01-21T19:00:00-05:00";81.597
"Average sig_qual";"2020-01-22T19:00:00-05:00";79.661
"Average sig_qual";"2020-01-23T19:00:00-05:00";78.318
"Average sig_qual";"2020-01-24T19:00:00-05:00";80.955
"Average sig_qual";"2020-01-25T19:00:00-05:00";83.121
"Average sig_qual";"2020-01-26T19:00:00-05:00";84.539
"Average sig_qual";"2020-01-27T19:00:00-05:00";null
"Average sig_qual";"2020-01-28T19:00:00-05:00";null
"Average sig_qual";"2020-01-29T19:00:00-05:00";null
"Average sig_qual";"2020-01-30T19:00:00-05:00";65.649
"Average sig_qual";"2020-01-31T19:00:00-05:00";65.219
"Average sig_qual";"2020-02-01T19:00:00-05:00";64.416
"Average sig_qual";"2020-02-02T19:00:00-05:00";68.235
"Average sig_qual";"2020-02-03T19:00:00-05:00";69.121
"Average sig_qual";"2020-02-04T19:00:00-05:00";79.929
"Average sig_qual";"2020-02-05T19:00:00-05:00";84.168
"Average sig_qual";"2020-02-06T19:00:00-05:00";77.895
"Average sig_qual";"2020-02-07T19:00:00-05:00";85.357
"Average sig_qual";"2020-02-08T19:00:00-05:00";71.48
"Average sig_qual";"2020-02-09T19:00:00-05:00";82.071
"Average sig_qual";"2020-02-10T19:00:00-05:00";75.827
"Average sig_qual";"2020-02-11T19:00:00-05:00";83.276
"Average sig_qual";"2020-02-12T19:00:00-05:00";79.248
"Average sig_qual";"2020-02-13T19:00:00-05:00";76.123
"Average sig_qual";"2020-02-14T19:00:00-05:00";74.21
"Average sig_qual";"2020-02-15T19:00:00-05:00";64.874
"Average sig_qual";"2020-02-16T19:00:00-05:00";77.331
"Average sig_qual";"2020-02-17T19:00:00-05:00";75.647
"Average sig_qual";"2020-02-18T19:00:00-05:00";70.705
"Average sig_qual";"2020-02-19T19:00:00-05:00";71.894
"Average sig_qual";"2020-02-20T19:00:00-05:00";73.633
"Average sig_qual";"2020-02-21T19:00:00-05:00";51.018
"Average sig_qual";"2020-02-22T19:00:00-05:00";82.77
"Average sig_qual";"2020-02-23T19:00:00-05:00";83.381
"Average sig_qual";"2020-02-24T19:00:00-05:00";79.908
"Average sig_qual";"2020-02-25T19:00:00-05:00";82.365
"Average sig_qual";"2020-02-26T19:00:00-05:00";85.054
"Average sig_qual";"2020-02-27T19:00:00-05:00";88.362
"Average sig_qual";"2020-02-28T19:00:00-05:00";77.362
"Average sig_qual";"2020-02-29T19:00:00-05:00";80.094
"Average sig_qual";"2020-03-01T19:00:00-05:00";79.655
"Average sig_qual";"2020-03-02T19:00:00-05:00";81.097
"Average sig_qual";"2020-03-03T19:00:00-05:00";80.958
"Average sig_qual";"2020-03-04T19:00:00-05:00";74.662
"Average sig_qual";"2020-03-05T19:00:00-05:00";80.536
"Average sig_qual";"2020-03-06T19:00:00-05:00";76.001
"Average sig_qual";"2020-03-07T19:00:00-05:00";86.322
"Average sig_qual";"2020-03-08T20:00:00-04:00";86.53
"Average sig_qual";"2020-03-09T20:00:00-04:00";81.307
"Average sig_qual";"2020-03-10T20:00:00-04:00";74.888
"Average sig_qual";"2020-03-11T20:00:00-04:00";80.058
"Average sig_qual";"2020-03-12T20:00:00-04:00";74.71
"Average sig_qual";"2020-03-13T20:00:00-04:00";79.665
"Average sig_qual";"2020-03-14T20:00:00-04:00";78.69
"Average sig_qual";"2020-03-15T20:00:00-04:00";76.103
"Average sig_qual";"2020-03-16T20:00:00-04:00";74.06
"Average sig_qual";"2020-03-17T20:00:00-04:00";72.817
"Average sig_qual";"2020-03-18T20:00:00-04:00";78.687
"Average sig_qual";"2020-03-19T20:00:00-04:00";73.429
"Average sig_qual";"2020-03-20T20:00:00-04:00";79.387
"Average sig_qual";"2020-03-21T20:00:00-04:00";71.732
"Average sig_qual";"2020-03-22T20:00:00-04:00";80.979
"Average sig_qual";"2020-03-23T20:00:00-04:00";77.77
"Average sig_qual";"2020-03-24T20:00:00-04:00";81.929
"Average sig_qual";"2020-03-25T20:00:00-04:00";82.201
"Average sig_qual";"2020-03-26T20:00:00-04:00";77.499
"Average sig_qual";"2020-03-27T20:00:00-04:00";77.741
"Average sig_qual";"2020-03-28T20:00:00-04:00";82.176
"Average sig_qual";"2020-03-29T20:00:00-04:00";82.646
"Average sig_qual";"2020-03-30T20:00:00-04:00";74.087
