Value
95.104
95.377
95.134
97.498
92.515
86.721
90.507
90.801
89.898
90.056
91.827
93.818
94.338
91.758
90.22
93.825
94.588
90.945
89.071
89.502
90.872
80.295
86.238
90.034
85.882
85.779
90.283
82.934
88.916
90.007
90.62
91.374
94.759
96.938
90.441
91.485
92.006
94.214
94.553
94.326
94.845
95.308
94.717
94.243
94.866
92.689
92.438
86.609
90.826
92.873
91.481
94.723
94.204
93.755
85.837
78.22
82.81
83.276
81.633
79.748
84.308
82.61
81.86
82.114
82.791
83.129
85.309
85.575
83.349
78.468
82.888
82.964
88.804
97.357
92.625
91.164
85.306
82.179
86.48
90.096
93.728
93.924
86.786
92.26
98.601
84.63
86.544
92.885
94.186
92.451
88.761
91.138
91.566
86.055
84.345
83.772
84.685
91.525
92.955
93.125
91.641
90.478
79.082
82.275
84.266
85.534
88.216
82.978
80.784
80.341
84.088
85.233
86.018
85.455
84.938
84.951
85.273
85.588
85.555
82.376
84.96
83.788
89.006
88.624
86.905
85.109
86.341
84.868
94.585
98.49
98.625
97.588
71.121
79.808
90.001
92.499
96.995
93.807
93.912
93.031
95.175
91.155
93.829
89.536
95.358
91.171
92.231
92.664
91.364
95.002
93.479
95.457
91.394
94.099
96.346
96.829
98.722
98.582
98.899
98.575
99.832
99.165
99.351
99.808
94.24
94.622
99.401
96.24
97.322
93.171
90.606
86.628
86.322
86.237
89.599
94.668
95.303
89.312
87.866
89.338
94.691
90.475
89.246
89.611
88.965
90.566
90.767
91.825
92.571
90.03
91.901
84.36
89.775
86.352
84.516
83.082
87.519
81.677
84.729
83.93
83.827
85.03
86.02
87.67
79.492
80.148
79.364
80.005
80.505
87.232
87.808
88.269
87.04
81.908
83.842
81.707
84.322
84.838
84.639
86.345
81.077
82.249
85.27
81.466
81.401
86.101
90.7
90.105
87.927
82.294
81.613
86.053
86.492
80.07
77.353
75.567
88.844
87.714
88.967
86.399
83.714
82.685
86.411
90.779
82.514
83.664
85.795
82.34
81.876
80.824
81.194
85.648
91.782
91.285
85.852
89.062
91.1
89.848
74.694
88.383
89.429
82.773
83.91
89.959
84.701
87.531
89.662
86.635
87.53
85.158
82.524
83.131
81.147
82.652
81.597
82.2
81.005
77.779
82.176
80.763
80.125
84.937
87.766
77.224
70.422
84.72
83.873
79.686
84.827
86.39
85.963
90.991
84.692
90.304
95.03
95.011
94.85
84.866
86.664
89.898
93.242
85.703
86.461
86.377
87.199
85.395
84.656
82.11
80.609
76.357
81.416
81.363
83.086
82.076
80.434
83.063
81.276
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
83.76
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
75.173
74.93
80.159
82.97
82.187
73.711
77.496
77.791
76.905
74.33
73.622
74.015
74.533
77.095
77.461
77.024
77.049
77.742
77.056
77.205
77.907
68.662
74.165
76.956
73.759
73.298
77.535
71.49
74.385
77.8
78.122
79.598
80.862
81.044
80.187
80.669
81.044
81.021
80.773
80.756
80.806
80.842
80.794
80.616
79.94
78.173
77.84
71.783
85.205
95.155
94.756
95.966
96.423
96.666
73.287
67.037
67.153
64.389
65.72
66.832
65.314
66.234
66.058
65.832
63.83
65.832
68.513
68.401
68.626
67.373
67.771
71.361
78.167
77.778
74.336
74.019
69.207
67.279
77.25
81.111
83.861
83.563
72.161
82.444
87.31
67.099
69.883
76.158
75.54
75.55
74.533
81.403
81.407
75.698
80.522
80.533
79.817
79.703
79.871
79.942
80.62
80.487
70.48
71.402
72.431
70.039
67.617
70.842
72.789
73.188
72.374
72.56
72.797
73.723
71.501
72.854
74.45
74.054
72.447
68.314
68.351
70.199
70.192
70.05
71.51
74.931
69.173
71.496
73.736
75.89
75.472
74.92
63.162
61.079
75.642
78.36
80.465
78.631
76.134
77.651
80.374
79.193
77.673
79.847
79.901
75.815
79.961
79.579
80.487
81.469
81.8
79.456
81.002
75.538
74.909
77.807
81.519
79.201
74.021
73.836
81.385
81.215
81.851
81.948
77.592
82.084
85.166
83.851
83.47
81.709
83.941
86.627
87.5
87.228
85.76
85.658
83.421
76.212
76.419
79.796
77.613
76.852
80.977
81.25
81.353
81.331
81.37
80.982
81.292
79.437
69.819
77.668
81.39
81.466
77.879
77.767
81.808
81.422
79.696
80.101
79.406
79.817
80.191
78.779
79.914
78.936
77.173
81.491
79.056
74.9
76.662
75.185
72.242
71.72
71.734
70.925
72.252
71.154
71.088
72.935
63.679
70.644
77.354
65.698
69.431
78.627
76.24
75.738
76.554
68.931
70.315
72.424
72.664
67.762
59.311
60.585
74.727
73.46
78.403
75.498
67.865
67.911
78.117
79.674
70.987
74.015
76.687
71.26
67.805
70.278
67.876
73.526
77.946
78.263
73.967
69.495
70.55
70.787
62.965
72.914
75.93
71.293
71.417
71.752
73.445
73.37
73.182
73.685
70.876
72.664
67.61
67.681
66.813
67.909
67.333
68.37
68.701
65.552
67.989
69.929
66.552
67.851
69.794
65.359
58.405
73.208
71.723
69.463
69.732
72.997
70.413
77.177
70.363
73.351
72.463
74.298
73.237
69.486
72.142
73.978
72.51
72.647
71.293
74.002
73.532
67.362
65.581
68.062
66.46
65.319
67.655
68.894
69.332
62.665
63.508
68.36
70.569
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
64.143
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
